Country Name,Region,Subregion,Intermediate Region,GNI,Internet use,International tourism,"Life expectancy, female","Life expectancy, male",Physicians per 1000,Population,Women in national parliament,"Tertiary education, female","Tertiary education, male",Greenhouse gas emissions,High Income Economy
Philippines,Asia,South-eastern Asia,South-eastern Asia,389323919372.292,43.02661187,8261000.0,75.505,67.263,0.6004,109581085.0,27.9605263157895,40.4190216064453,30.7770309448242,232340.0,No
Poland,Europe,Eastern Europe,Eastern Europe,576100162523.572,84.51645192,88515000.0,81.8,74.1,2.3788,37950802.0,28.695652173913,82.9814529418945,54.8176612854004,389650.0,Yes
Portugal,Europe,Southern Europe,Southern Europe,227792376716.052,75.34637155,17174000.0,83.5,78.0,5.124,10305564.0,40.0,70.0112380981445,61.2869987487793,66820.0,Yes
Puerto Rico,Americas,Latin America and the Caribbean,Caribbean,70186900000.0,70.8743212,4931000.0,83.498,76.529,1.75,3194034.0,,135.158996582031,85.6796722412109,2857.9248,Yes
Qatar,Asia,Western Asia,Western Asia,143321116339.038,99.65280421,2136500.0,82.01,79.142,2.4852,2881060.0,9.75609756097561,56.5708808898926,7.32206010818481,99830.0,Yes
Romania,Europe,Eastern Europe,Eastern Europe,244536087252.592,73.65748258,12815000.0,79.3,71.8,2.9807,19286123.0,21.8844984802432,57.4159507751465,45.0736618041992,109010.0,No
Russian Federation,Europe,Eastern Europe,Eastern Europe,1448704617346.39,82.64216187,24419000.0,78.17,68.24,4.0139,144104080.0,15.7777777777778,91.723876953125,77.7532501220703,2543400.0,No
Rwanda,Africa,Sub-Saharan Africa,Eastern Africa,10097234351.343,21.76763262,1634000.0,71.132,66.821,0.134,12952209.0,61.25,5.68202018737793,6.79928016662598,6170.0,No
Samoa,Oceania,Polynesia,Polynesia,783561272.147676,33.61093932,181000.0,75.464,71.324,0.3445,198410.0,10.0,20.3042602539063,9.58588981628418,690.0,No
San Marino,Europe,Southern Europe,Southern Europe,,60.18230126,1904000.0,86.8,84.1,6.1094,33938.0,33.3333333333333,44.4168701171875,57.6251487731934,,No
Sao Tome and Principe,Africa,Sub-Saharan Africa,Middle Africa,471514468.073323,29.9312292,33400.0015258789,72.814,67.98,0.0531,219161.0,23.6363636363636,13.6516399383545,13.1232995986938,190.0,No
Saudi Arabia,Asia,Western Asia,Western Asia,715551421487.333,95.7247356,20292000.0,76.759,73.935,2.6117,34813867.0,19.8675496688742,73.6826705932617,68.3358001708984,638120.0,Yes
Senegal,Africa,Sub-Saharan Africa,Western Africa,24309777731.7377,29.64312367,1376000.0,69.918,65.757,0.0691,16743930.0,43.030303030303,11.2628698348999,15.0133495330811,29990.0,No
Serbia,Europe,Southern Europe,Southern Europe,51360419697.7026,77.41677362,1847000.0,78.4,73.1,3.1131,6908224.0,38.8,79.2840423583984,56.9651794433594,62600.0,No
Seychelles,Africa,Sub-Saharan Africa,Eastern Africa,1064318181.81818,58.76981124,428000.0,78.4,69.7,2.1212,98462.0,24.2424242424242,26.7329902648926,12.0218601226807,780.0,No
Sierra Leone,Africa,Sub-Saharan Africa,Western Africa,3720678059.36576,13.23693043,71000.0,55.495,53.853,0.0251,7976985.0,12.3287671232877,1.14280998706818,2.75313997268677,7190.0,No
Singapore,Asia,South-eastern Asia,South-eastern Asia,298439225918.678,88.94925269,19116000.0,85.7,81.4,2.2936,5685807.0,29.4736842105263,95.4178237915039,82.9130020141602,66640.0,Yes
Sint Maarten (Dutch part),Americas,Latin America and the Caribbean,Caribbean,1159301620.11173,,1952000.0,82.8,74.0,,40812.0,,8.96226024627686,2.64650011062622,,Yes
Slovak Republic,Europe,Eastern Europe,Eastern Europe,102777125683.566,82.8536605,15406000.0,80.8,74.3,3.4156,5458827.0,22.6666666666667,54.8890991210938,36.3080902099609,39930.0,Yes
Slovenia,Europe,Southern Europe,Southern Europe,53306118486.0391,83.1083578,4702000.0,84.2,78.5,3.0861,2100126.0,27.7777777777778,91.6323394775391,63.4781112670898,17170.0,Yes
Solomon Islands,Oceania,Melanesia,Melanesia,1587694450.53206,11.92422906,28899.9996185303,74.866,71.3,0.1937,686878.0,6.38297872340426,,,940.0,No
Somalia,Africa,Sub-Saharan Africa,Eastern Africa,4882094592.75649,2.004048698,,59.132,55.725,0.023,15893219.0,24.3636363636364,0.975910007953644,3.93056011199951,26970.0,No
South Africa,Africa,Sub-Saharan Africa,Southern Africa,296205721888.908,56.16739447,14797000.0,67.679,60.726,0.9054,59308690.0,46.75,28.314380645752,19.3534603118896,513440.0,No
South Sudan,Africa,Sub-Saharan Africa,Eastern Africa,10522800760.2242,7.977428907,,59.383,56.351,,11193729.0,28.4595300261097,,,58660.0,No
Spain,Europe,Southern Europe,Southern Europe,1395571627631.37,90.71866533,126170000.0,86.2,80.9,3.8723,47351567.0,44.0,99.9683532714844,82.6629104614258,326940.0,Yes
Sri Lanka,Asia,Southern Asia,Southern Asia,78522599256.8069,34.1133479,2027000.0,80.261,73.596,1.0041,21919000.0,5.38116591928251,26.0155391693115,16.219820022583,35240.0,No
St. Kitts and Nevis,Americas,Latin America and the Caribbean,Caribbean,914351566.904859,80.71019081,1107000.0,74.0,68.8,2.6758,53192.0,25.0,115.880889892578,57.7263793945313,370.0,Yes
St. Lucia,Americas,Latin America and the Caribbean,Caribbean,1605087491.1369,50.81524478,1220000.0,77.58,74.851,0.6409,183629.0,16.6666666666667,20.8813991546631,9.85713958740234,740.0,No
St. Martin (French part),Americas,Latin America and the Caribbean,Caribbean,,,,83.2,76.9,,38659.0,,,,,No
St. Vincent and the Grenadines,Americas,Latin America and the Caribbean,Caribbean,812040777.777778,20.68943522,392000.0,75.131,70.289,0.6648,110947.0,18.1818181818182,29.7721691131592,17.7863101959229,370.0,No
Sudan,Africa,Northern Africa,Northern Africa,24416240960.5363,30.87029573,836000.0,67.187,63.467,0.2618,43849269.0,30.5164319248826,17.0607109069824,16.7805309295654,109630.0,No
Suriname,Americas,Latin America and the Caribbean,South America,3357822879.85391,48.94517397,279000.0,75.063,68.468,1.2101,586634.0,29.4117647058824,15.7260999679565,9.46100997924805,3780.0,No
Sweden,Europe,Northern Europe,Northern Europe,554400941840.654,94.49344341,7616000.0,84.7,81.3,3.984,10353442.0,46.9914040114613,89.779296875,56.1454086303711,46350.0,Yes
Switzerland,Europe,Western Europe,Western Europe,736487866971.9,93.14608695,11818000.0,85.6,81.9,4.2957,8636896.0,41.5,62.3120307922363,60.4768409729004,46020.0,Yes
Syrian Arab Republic,Asia,Western Asia,Western Asia,39715797004.4053,34.25340193,2424000.0,78.103,67.941,1.2874,17500657.0,11.2,42.7907409667969,37.470588684082,46320.0,No
Tajikistan,Asia,Central Asia,Central Asia,9558305215.12512,21.96,1035000.0,73.389,68.935,2.1026,9537642.0,23.8095238095238,26.8537101745605,35.4716682434082,15210.0,No
Tanzania,Africa,Sub-Saharan Africa,Eastern Africa,61909170639.1114,15.99999943,1527000.0,67.233,63.643,0.014,59734213.0,36.71875,2.45300006866455,3.72779011726379,105380.0,No
Thailand,Asia,South-eastern Asia,South-eastern Asia,487771787931.756,66.65241317,39916000.0,80.9,73.46,0.805,69799978.0,15.7464212678937,57.7692413330078,41.0487785339355,416950.0,No
Timor-Leste,Asia,South-eastern Asia,South-eastern Asia,2438000000.0,27.49273173,74800.0030517578,71.635,67.492,0.7224,1318442.0,38.4615384615385,14.8158903121948,20.6251907348633,6190.0,No
Togo,Africa,Sub-Saharan Africa,Western Africa,7591294394.75595,12.36022497,876000.0,61.918,60.152,0.0774,8278737.0,18.6813186813187,9.7083101272583,18.3031101226807,8420.0,No
Tonga,Oceania,Polynesia,Polynesia,537659404.023064,41.24872764,94000.0,72.887,68.967,0.5403,105697.0,7.40740740740741,8.01109981536865,4.82720994949341,350.0,No
Trinidad and Tobago,Americas,Latin America and the Caribbean,Caribbean,21327831526.7453,77.32605293,480000.0,76.224,70.874,4.1675,1399491.0,26.1904761904762,13.3610601425171,10.563850402832,22900.0,Yes
Tunisia,Africa,Northern Africa,Northern Africa,38195973106.6131,66.6999983,9429000.0,78.721,74.688,1.3025,11818618.0,24.8847926267281,41.7346801757813,22.6101093292236,41100.0,No
Turkey,Asia,Western Asia,Western Asia,711417939848.431,73.97670403,51747000.0,80.563,74.724,1.8492,84339067.0,17.3174872665535,107.051193237305,119.17520904541,502520.0,No
Turkmenistan,Asia,Central Asia,Central Asia,43575785421.098,21.25099741,380000.0,71.717,64.705,2.2247,6031187.0,25.0,12.8459796905518,15.582070350647,125080.0,No
Turks and Caicos Islands,Americas,Latin America and the Caribbean,Caribbean,1180656430.1373,0.0,1599000.0,,,,38718.0,,0.270029991865158,0.178409993648529,2.3167859,Yes
Tuvalu,Oceania,Polynesia,Polynesia,67515587.3649439,49.31833862,2700.00004768372,,,0.9174,11792.0,6.25,,,30.0,No
Uganda,Africa,Sub-Saharan Africa,Eastern Africa,36757733549.1329,23.70653091,1402000.0,65.622,61.0,0.168,45741000.0,34.8583877995643,4.09987020492554,5.61852979660034,54870.0,No
Ukraine,Europe,Eastern Europe,Eastern Europe,157996179170.917,62.55315539,13710000.0,76.98,66.92,2.9923,44134693.0,20.8037825059102,88.8146591186523,76.8285293579102,274510.0,No
United Arab Emirates,Asia,Western Asia,Western Asia,423200811164.057,99.14999796,21553000.0,79.314,77.291,2.5278,9890400.0,50.0,,,263240.0,Yes
United Kingdom,Europe,Northern Europe,Northern Europe,2778814970160.26,92.51662855,40857000.0,83.1,79.4,2.8117,67215293.0,33.8461538461538,71.1469802856445,51.9860305786133,452080.0,Yes
United States,Americas,Northern America,Northern America,21690015000000.0,88.49890317,166009000.0,81.4,76.3,2.612,329484123.0,27.4647887323944,102.354042053223,74.8950500488281,6023620.0,Yes
Uruguay,Americas,Latin America and the Caribbean,South America,50878935886.9691,76.94955197,3480000.0,81.478,74.119,5.0794,3473727.0,21.2121212121212,57.9574890136719,34.5166206359863,36160.0,Yes
Uzbekistan,Asia,Central Asia,Central Asia,57465921184.1451,55.20000067,6749000.0,73.829,69.592,2.3742,34232050.0,32.0,11.3700304031372,13.742919921875,235510.0,No
Vanuatu,Oceania,Melanesia,Melanesia,844714948.864621,25.71978784,256000.0,72.154,68.985,0.1653,307150.0,0.0,3.49792003631592,5.93846988677979,870.0,No
"Venezuela, RB",Americas,Latin America and the Caribbean,South America,476933862544.158,64.31336383,429000.0,76.004,68.327,1.9475,28435943.0,22.1556886227545,100.29158782959,59.3498992919922,233920.0,Yes
Vietnam,Asia,South-eastern Asia,South-eastern Asia,256920558288.034,68.7,18009000.0,79.523,71.301,0.8281,97338583.0,26.7206477732794,31.7171592712402,25.5294208526611,376530.0,No
Virgin Islands (U.S.),Americas,Latin America and the Caribbean,Caribbean,,64.3774943,2074000.0,83.1,76.4,1.645,106290.0,,,,44.728346,No
West Bank and Gaza,Asia,Western Asia,Western Asia,18107200000.0,70.62260685,688000.0,75.755,72.416,0.837,4803269.0,,53.8997383117676,32.9342384338379,,No
"Yemen, Rep.",Asia,Western Asia,Western Asia,23469269598.9858,26.71835477,398000.0,67.826,64.443,0.5251,29825968.0,0.332225913621262,6.16967010498047,14.0159301757813,21760.0,No
Zambia,Africa,Sub-Saharan Africa,Eastern Africa,18797913225.5057,14.2999971,1266000.0,66.891,60.848,1.1867,18383956.0,16.7664670658683,3.50166988372803,4.75028991699219,40670.0,No
Zimbabwe,Africa,Sub-Saharan Africa,Eastern Africa,16494622182.6751,27.05548769,2294000.0,62.899,59.798,0.2096,14862927.0,31.8518518518519,9.17212963104248,10.919659614563,31380.0,No
